HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Newcastle,Sheffield United,1,0,H,E0_2020.csv
Tottenham,Aston Villa,1,2,A,E0_2020.csv
Crystal Palace,Arsenal,1,3,A,E0_2020.csv
Burnley,Liverpool,0,3,A,E0_2020.csv
West Brom,West Ham,1,3,A,E0_2020.csv
Arsenal,Brighton,2,0,H,E0_2020.csv
Aston Villa,Chelsea,2,1,H,E0_2020.csv
Fulham,Newcastle,0,2,A,E0_2020.csv
Leeds,West Brom,3,1,H,E0_2020.csv
Leicester,Tottenham,2,4,A,E0_2020.csv
Liverpool,Crystal Palace,2,0,H,E0_2020.csv
Man City,Everton,5,0,H,E0_2020.csv
Sheffield United,Burnley,1,0,H,E0_2020.csv
West Ham,Southampton,3,0,H,E0_2020.csv
Wolves,Man United,1,2,A,E0_2020.csv
Brentford,Arsenal,2,0,H,E0_2021.csv
Man United,Leeds,5,1,H,E0_2021.csv
Burnley,Brighton,1,2,A,E0_2021.csv
Chelsea,Crystal Palace,3,0,H,E0_2021.csv
Everton,Southampton,3,1,H,E0_2021.csv
Leicester,Wolves,1,0,H,E0_2021.csv
Watford,Aston Villa,3,2,H,E0_2021.csv
Norwich,Liverpool,0,3,A,E0_2021.csv
Newcastle,West Ham,2,4,A,E0_2021.csv
Tottenham,Man City,1,0,H,E0_2021.csv
Liverpool,Burnley,2,0,H,E0_2021.csv
Aston Villa,Newcastle,2,0,H,E0_2021.csv
Crystal Palace,Brentford,0,0,D,E0_2021.csv
Leeds,Everton,2,2,D,E0_2021.csv
Man City,Norwich,5,0,H,E0_2021.csv
Brighton,Watford,2,0,H,E0_2021.csv
Southampton,Man United,1,1,D,E0_2021.csv
Wolves,Tottenham,0,1,A,E0_2021.csv
Arsenal,Chelsea,0,2,A,E0_2021.csv
West Ham,Leicester,4,1,H,E0_2021.csv
Man City,Arsenal,5,0,H,E0_2021.csv
Aston Villa,Brentford,1,1,D,E0_2021.csv
Brighton,Everton,0,2,A,E0_2021.csv
Newcastle,Southampton,2,2,D,E0_2021.csv
Norwich,Leicester,1,2,A,E0_2021.csv
West Ham,Crystal Palace,2,2,D,E0_2021.csv
Liverpool,Chelsea,1,1,D,E0_2021.csv
Burnley,Leeds,1,1,D,E0_2021.csv
Tottenham,Watford,1,0,H,E0_2021.csv
Wolves,Man United,0,1,A,E0_2021.csv
Crystal Palace,Tottenham,3,0,H,E0_2021.csv
Arsenal,Norwich,1,0,H,E0_2021.csv
Brentford,Brighton,0,1,A,E0_2021.csv
Leicester,Man City,0,1,A,E0_2021.csv
Man United,Newcastle,4,1,H,E0_2021.csv
Southampton,West Ham,0,0,D,E0_2021.csv
Watford,Wolves,0,2,A,E0_2021.csv
Chelsea,Aston Villa,3,0,H,E0_2021.csv
Leeds,Liverpool,0,3,A,E0_2021.csv
Everton,Burnley,3,1,H,E0_2021.csv
Newcastle,Leeds,1,1,D,E0_2021.csv
Wolves,Brentford,0,2,A,E0_2021.csv
Burnley,Arsenal,0,1,A,E0_2021.csv
Liverpool,Crystal Palace,3,0,H,E0_2021.csv
Man City,Southampton,0,0,D,E0_2021.csv
Norwich,Watford,1,3,A,E0_2021.csv
Aston Villa,Everton,3,0,H,E0_2021.csv
Brighton,Leicester,2,1,H,E0_2021.csv
West Ham,Man United,1,2,A,E0_2021.csv
Tottenham,Chelsea,0,3,A,E0_2021.csv
Chelsea,Man City,0,1,A,E0_2021.csv
Man United,Aston Villa,0,1,A,E0_2021.csv
Everton,Norwich,2,0,H,E0_2021.csv
Leeds,West Ham,1,2,A,E0_2021.csv
Leicester,Burnley,2,2,D,E0_2021.csv
Watford,Newcastle,1,1,D,E0_2021.csv
Brentford,Liverpool,3,3,D,E0_2021.csv
Southampton,Wolves,0,1,A,E0_2021.csv
Arsenal,Tottenham,3,1,H,E0_2021.csv
Crystal Palace,Brighton,1,1,D,E0_2021.csv
Man United,Everton,1,1,D,E0_2021.csv
Burnley,Norwich,0,0,D,E0_2021.csv
Chelsea,Southampton,3,1,H,E0_2021.csv
Leeds,Watford,1,0,H,E0_2021.csv
Wolves,Newcastle,2,1,H,E0_2021.csv
Brighton,Arsenal,0,0,D,E0_2021.csv
Crystal Palace,Leicester,2,2,D,E0_2021.csv
Tottenham,Aston Villa,2,1,H,E0_2021.csv
West Ham,Brentford,1,2,A,E0_2021.csv
Liverpool,Man City,2,2,D,E0_2021.csv
Watford,Liverpool,0,5,A,E0_2021.csv
Aston Villa,Wolves,2,3,A,E0_2021.csv
Leicester,Man United,4,2,H,E0_2021.csv
Man City,Burnley,2,0,H,E0_2021.csv
Norwich,Brighton,0,0,D,E0_2021.csv
Southampton,Leeds,1,0,H,E0_2021.csv
Brentford,Chelsea,0,1,A,E0_2021.csv
Everton,West Ham,0,1,A,E0_2021.csv
Newcastle,Tottenham,2,3,A,E0_2021.csv
Arsenal,Crystal Palace,2,2,D,E0_2021.csv
Arsenal,Aston Villa,3,1,H,E0_2021.csv
Chelsea,Norwich,7,0,H,E0_2021.csv
Crystal Palace,Newcastle,1,1,D,E0_2021.csv
Everton,Watford,2,5,A,E0_2021.csv
Leeds,Wolves,1,1,D,E0_2021.csv
Southampton,Burnley,2,2,D,E0_2021.csv
Brighton,Man City,1,4,A,E0_2021.csv
Brentford,Leicester,1,2,A,E0_2021.csv
West Ham,Tottenham,1,0,H,E0_2021.csv
Man United,Liverpool,0,5,A,E0_2021.csv
Leicester,Arsenal,0,2,A,E0_2021.csv
Burnley,Brentford,3,1,H,E0_2021.csv
Liverpool,Brighton,2,2,D,E0_2021.csv
Man City,Crystal Palace,0,2,A,E0_2021.csv
Newcastle,Chelsea,0,3,A,E0_2021.csv
Watford,Southampton,0,1,A,E0_2021.csv
Tottenham,Man United,0,3,A,E0_2021.csv
Norwich,Leeds,1,2,A,E0_2021.csv
Aston Villa,West Ham,1,4,A,E0_2021.csv
Wolves,Everton,2,1,H,E0_2021.csv
Southampton,Aston Villa,1,0,H,E0_2021.csv
Man United,Man City,0,2,A,E0_2021.csv
Brentford,Norwich,1,2,A,E0_2021.csv
Chelsea,Burnley,1,1,D,E0_2021.csv
Crystal Palace,Wolves,2,0,H,E0_2021.csv
Brighton,Newcastle,1,1,D,E0_2021.csv
Arsenal,Watford,1,0,H,E0_2021.csv
Everton,Tottenham,0,0,D,E0_2021.csv
Leeds,Leicester,1,1,D,E0_2021.csv
West Ham,Liverpool,3,2,H,E0_2021.csv
Leicester,Chelsea,0,3,A,E0_2021.csv
Aston Villa,Brighton,2,0,H,E0_2021.csv
Burnley,Crystal Palace,3,3,D,E0_2021.csv
Newcastle,Brentford,3,3,D,E0_2021.csv
Norwich,Southampton,2,1,H,E0_2021.csv
Watford,Man United,4,1,H,E0_2021.csv
Wolves,West Ham,1,0,H,E0_2021.csv
Liverpool,Arsenal,4,0,H,E0_2021.csv
Man City,Everton,3,0,H,E0_2021.csv
Tottenham,Leeds,2,1,H,E0_2021.csv
Arsenal,Newcastle,2,0,H,E0_2021.csv
Crystal Palace,Aston Villa,1,2,A,E0_2021.csv
Liverpool,Southampton,4,0,H,E0_2021.csv
Norwich,Wolves,0,0,D,E0_2021.csv
Brighton,Leeds,0,0,D,E0_2021.csv
Brentford,Everton,1,0,H,E0_2021.csv
Leicester,Watford,4,2,H,E0_2021.csv
Man City,West Ham,2,1,H,E0_2021.csv
Chelsea,Man United,1,1,D,E0_2021.csv
Newcastle,Norwich,1,1,D,E0_2021.csv
Leeds,Crystal Palace,1,0,H,E0_2021.csv
Southampton,Leicester,2,2,D,E0_2021.csv
Watford,Chelsea,1,2,A,E0_2021.csv
West Ham,Brighton,1,1,D,E0_2021.csv
Wolves,Burnley,0,0,D,E0_2021.csv
Aston Villa,Man City,1,2,A,E0_2021.csv
Everton,Liverpool,1,4,A,E0_2021.csv
Tottenham,Brentford,2,0,H,E0_2021.csv
Man United,Arsenal,3,2,H,E0_2021.csv
West Ham,Chelsea,3,2,H,E0_2021.csv
Newcastle,Burnley,1,0,H,E0_2021.csv
Southampton,Brighton,1,1,D,E0_2021.csv
Wolves,Liverpool,0,1,A,E0_2021.csv
Watford,Man City,1,3,A,E0_2021.csv
Leeds,Brentford,2,2,D,E0_2021.csv
Man United,Crystal Palace,1,0,H,E0_2021.csv
Tottenham,Norwich,3,0,H,E0_2021.csv
Aston Villa,Leicester,2,1,H,E0_2021.csv
Everton,Arsenal,2,1,H,E0_2021.csv
Brentford,Watford,2,1,H,E0_2021.csv
Man City,Wolves,1,0,H,E0_2021.csv
Arsenal,Southampton,3,0,H,E0_2021.csv
Chelsea,Leeds,3,2,H,E0_2021.csv
Liverpool,Aston Villa,1,0,H,E0_2021.csv
Norwich,Man United,0,1,A,E0_2021.csv
Burnley,West Ham,0,0,D,E0_2021.csv
Leicester,Newcastle,4,0,H,E0_2021.csv
Crystal Palace,Everton,3,1,H,E0_2021.csv
Norwich,Aston Villa,0,2,A,E0_2021.csv
Man City,Leeds,7,0,H,E0_2021.csv
Brighton,Wolves,0,1,A,E0_2021.csv
Crystal Palace,Southampton,2,2,D,E0_2021.csv
Arsenal,West Ham,2,0,H,E0_2021.csv
Chelsea,Everton,1,1,D,E0_2021.csv
Liverpool,Newcastle,3,1,H,E0_2021.csv
Leeds,Arsenal,1,4,A,E0_2021.csv
Newcastle,Man City,0,4,A,E0_2021.csv
Wolves,Chelsea,0,0,D,E0_2021.csv
Tottenham,Liverpool,2,2,D,E0_2021.csv
Man City,Leicester,6,3,H,E0_2021.csv
Norwich,Arsenal,0,5,A,E0_2021.csv
Tottenham,Crystal Palace,3,0,H,E0_2021.csv
West Ham,Southampton,2,3,A,E0_2021.csv
Aston Villa,Chelsea,1,3,A,E0_2021.csv
Brighton,Brentford,2,0,H,E0_2021.csv
Newcastle,Man United,1,1,D,E0_2021.csv
Crystal Palace,Norwich,3,0,H,E0_2021.csv
Southampton,Tottenham,1,1,D,E0_2021.csv
Watford,West Ham,1,4,A,E0_2021.csv
Leicester,Liverpool,1,0,H,E0_2021.csv
Chelsea,Brighton,1,1,D,E0_2021.csv
Brentford,Man City,0,1,A,E0_2021.csv
Man United,Burnley,3,1,H,E0_2021.csv
Arsenal,Man City,1,2,A,E0_2021.csv
Watford,Tottenham,0,1,A,E0_2021.csv
Crystal Palace,West Ham,2,3,A,E0_2021.csv
Brentford,Aston Villa,2,1,H,E0_2021.csv
Everton,Brighton,2,3,A,E0_2021.csv
Leeds,Burnley,3,1,H,E0_2021.csv
Chelsea,Liverpool,2,2,D,E0_2021.csv
Man United,Wolves,0,1,A,E0_2021.csv
Southampton,Brentford,4,1,H,E0_2021.csv
West Ham,Norwich,2,0,H,E0_2021.csv
Brighton,Crystal Palace,1,1,D,E0_2021.csv
Man City,Chelsea,1,0,H,E0_2021.csv
Newcastle,Watford,1,1,D,E0_2021.csv
Norwich,Everton,2,1,H,E0_2021.csv
Wolves,Southampton,3,1,H,E0_2021.csv
Aston Villa,Man United,2,2,D,E0_2021.csv
Liverpool,Brentford,3,0,H,E0_2021.csv
West Ham,Leeds,2,3,A,E0_2021.csv
Brighton,Chelsea,1,1,D,E0_2021.csv
Leicester,Tottenham,2,3,A,E0_2021.csv
Brentford,Man United,1,3,A,E0_2021.csv
Watford,Norwich,0,3,A,E0_2021.csv
Everton,Aston Villa,0,1,A,E0_2021.csv
Brentford,Wolves,1,2,A,E0_2021.csv
Leeds,Newcastle,0,1,A,E0_2021.csv
Man United,West Ham,1,0,H,E0_2021.csv
Southampton,Man City,1,1,D,E0_2021.csv
Arsenal,Burnley,0,0,D,E0_2021.csv
Crystal Palace,Liverpool,1,3,A,E0_2021.csv
Leicester,Brighton,1,1,D,E0_2021.csv
Chelsea,Tottenham,2,0,H,E0_2021.csv
Burnley,Watford,0,0,D,E0_2021.csv
Newcastle,Everton,3,1,H,E0_2021.csv
West Ham,Watford,1,0,H,E0_2021.csv
Burnley,Man United,1,1,D,E0_2021.csv
Man City,Brentford,2,0,H,E0_2021.csv
Norwich,Crystal Palace,1,1,D,E0_2021.csv
Tottenham,Southampton,2,3,A,E0_2021.csv
Aston Villa,Leeds,3,3,D,E0_2021.csv
Liverpool,Leicester,2,0,H,E0_2021.csv
Wolves,Arsenal,0,1,A,E0_2021.csv
Man United,Southampton,1,1,D,E0_2021.csv
Brentford,Crystal Palace,0,0,D,E0_2021.csv
Everton,Leeds,3,0,H,E0_2021.csv
Watford,Brighton,0,2,A,E0_2021.csv
Norwich,Man City,0,4,A,E0_2021.csv
Burnley,Liverpool,0,1,A,E0_2021.csv
Newcastle,Aston Villa,1,0,H,E0_2021.csv
Tottenham,Wolves,0,2,A,E0_2021.csv
Leicester,West Ham,2,2,D,E0_2021.csv
Man United,Brighton,2,0,H,E0_2021.csv
West Ham,Newcastle,1,1,D,E0_2021.csv
Arsenal,Brentford,2,1,H,E0_2021.csv
Aston Villa,Watford,0,1,A,E0_2021.csv
Brighton,Burnley,0,3,A,E0_2021.csv
Crystal Palace,Chelsea,0,1,A,E0_2021.csv
Liverpool,Norwich,3,1,H,E0_2021.csv
Southampton,Everton,2,0,H,E0_2021.csv
Man City,Tottenham,2,3,A,E0_2021.csv
Leeds,Man United,2,4,A,E0_2021.csv
Wolves,Leicester,2,1,H,E0_2021.csv
Burnley,Tottenham,1,0,H,E0_2021.csv
Watford,Crystal Palace,1,4,A,E0_2021.csv
Liverpool,Leeds,6,0,H,E0_2021.csv
Arsenal,Wolves,2,1,H,E0_2021.csv
Southampton,Norwich,2,0,H,E0_2021.csv
Leeds,Tottenham,0,4,A,E0_2021.csv
Brentford,Newcastle,0,2,A,E0_2021.csv
Crystal Palace,Burnley,1,1,D,E0_2021.csv
Man United,Watford,0,0,D,E0_2021.csv
Brighton,Aston Villa,0,2,A,E0_2021.csv
Everton,Man City,0,1,A,E0_2021.csv
West Ham,Wolves,1,0,H,E0_2021.csv
Burnley,Leicester,0,2,A,E0_2021.csv
Leicester,Leeds,1,0,H,E0_2021.csv
Aston Villa,Southampton,4,0,H,E0_2021.csv
Burnley,Chelsea,0,4,A,E0_2021.csv
Newcastle,Brighton,2,1,H,E0_2021.csv
Norwich,Brentford,1,3,A,E0_2021.csv
Wolves,Crystal Palace,0,2,A,E0_2021.csv
Liverpool,West Ham,1,0,H,E0_2021.csv
Watford,Arsenal,2,3,A,E0_2021.csv
Man City,Man United,4,1,H,E0_2021.csv
Tottenham,Everton,5,0,H,E0_2021.csv
Norwich,Chelsea,1,3,A,E0_2021.csv
Southampton,Newcastle,1,2,A,E0_2021.csv
Wolves,Watford,4,0,H,E0_2021.csv
Leeds,Aston Villa,0,3,A,E0_2021.csv
Brighton,Liverpool,0,2,A,E0_2021.csv
Brentford,Burnley,2,0,H,E0_2021.csv
Man United,Tottenham,3,2,H,E0_2021.csv
Chelsea,Newcastle,1,0,H,E0_2021.csv
Everton,Wolves,0,1,A,E0_2021.csv
Leeds,Norwich,2,1,H,E0_2021.csv
Southampton,Watford,1,2,A,E0_2021.csv
West Ham,Aston Villa,2,1,H,E0_2021.csv
Arsenal,Leicester,2,0,H,E0_2021.csv
Crystal Palace,Man City,0,0,D,E0_2021.csv
Brighton,Tottenham,0,2,A,E0_2021.csv
Arsenal,Liverpool,0,2,A,E0_2021.csv
Everton,Newcastle,1,0,H,E0_2021.csv
Wolves,Leeds,2,3,A,E0_2021.csv
Aston Villa,Arsenal,0,1,A,E0_2021.csv
Leicester,Brentford,2,1,H,E0_2021.csv
Tottenham,West Ham,3,1,H,E0_2021.csv
Liverpool,Watford,2,0,H,E0_2021.csv
Brighton,Norwich,0,0,D,E0_2021.csv
Burnley,Man City,0,2,A,E0_2021.csv
Chelsea,Brentford,1,4,A,E0_2021.csv
Leeds,Southampton,1,1,D,E0_2021.csv
Wolves,Aston Villa,2,1,H,E0_2021.csv
Man United,Leicester,1,1,D,E0_2021.csv
West Ham,Everton,2,1,H,E0_2021.csv
Tottenham,Newcastle,5,1,H,E0_2021.csv
Crystal Palace,Arsenal,3,0,H,E0_2021.csv
Burnley,Everton,3,2,H,E0_2021.csv
Newcastle,Wolves,1,0,H,E0_2021.csv
Everton,Man United,1,0,H,E0_2021.csv
Arsenal,Brighton,1,2,A,E0_2021.csv
Southampton,Chelsea,0,6,A,E0_2021.csv
Watford,Leeds,0,3,A,E0_2021.csv
Aston Villa,Tottenham,0,4,A,E0_2021.csv
Brentford,West Ham,2,0,H,E0_2021.csv
Leicester,Crystal Palace,2,1,H,E0_2021.csv
Norwich,Burnley,2,0,H,E0_2021.csv
Man City,Liverpool,2,2,D,E0_2021.csv
Tottenham,Brighton,0,1,A,E0_2021.csv
Man United,Norwich,3,2,H,E0_2021.csv
Southampton,Arsenal,1,0,H,E0_2021.csv
Watford,Brentford,1,2,A,E0_2021.csv
Newcastle,Leicester,2,1,H,E0_2021.csv
West Ham,Burnley,1,1,D,E0_2021.csv
Liverpool,Man United,4,0,H,E0_2021.csv
Chelsea,Arsenal,2,4,A,E0_2021.csv
Everton,Leicester,1,1,D,E0_2021.csv
Newcastle,Crystal Palace,1,0,H,E0_2021.csv
Man City,Brighton,3,0,H,E0_2021.csv
Burnley,Southampton,2,0,H,E0_2021.csv
Arsenal,Man United,3,1,H,E0_2021.csv
Leicester,Aston Villa,0,0,D,E0_2021.csv
Man City,Watford,5,1,H,E0_2021.csv
Norwich,Newcastle,0,3,A,E0_2021.csv
Brentford,Tottenham,0,0,D,E0_2021.csv
Brighton,Southampton,2,2,D,E0_2021.csv
Burnley,Wolves,1,0,H,E0_2021.csv
Chelsea,West Ham,1,0,H,E0_2021.csv
Liverpool,Everton,2,0,H,E0_2021.csv
Crystal Palace,Leeds,0,0,D,E0_2021.csv
Man United,Chelsea,1,1,D,E0_2021.csv
Newcastle,Liverpool,0,1,A,E0_2021.csv
Aston Villa,Norwich,2,0,H,E0_2021.csv
Southampton,Crystal Palace,1,2,A,E0_2021.csv
Watford,Burnley,1,2,A,E0_2021.csv
Wolves,Brighton,0,3,A,E0_2021.csv
Leeds,Man City,0,4,A,E0_2021.csv
Everton,Chelsea,1,0,H,E0_2021.csv
Tottenham,Leicester,3,1,H,E0_2021.csv
West Ham,Arsenal,1,2,A,E0_2021.csv
Man United,Brentford,3,0,H,E0_2021.csv
Brentford,Southampton,3,0,H,E0_2021.csv
Burnley,Aston Villa,1,3,A,E0_2021.csv
Chelsea,Wolves,2,2,D,E0_2021.csv
Crystal Palace,Watford,1,0,H,E0_2021.csv
Brighton,Man United,4,0,H,E0_2021.csv
Liverpool,Tottenham,1,1,D,E0_2021.csv
Arsenal,Leeds,2,1,H,E0_2021.csv
Leicester,Everton,1,2,A,E0_2021.csv
Norwich,West Ham,0,4,A,E0_2021.csv
Man City,Newcastle,5,0,H,E0_2021.csv
Aston Villa,Liverpool,1,2,A,E0_2021.csv
Leeds,Chelsea,0,3,A,E0_2021.csv
Leicester,Norwich,3,0,H,E0_2021.csv
Watford,Everton,0,0,D,E0_2021.csv
Wolves,Man City,1,5,A,E0_2021.csv
Tottenham,Arsenal,3,0,H,E0_2021.csv
Tottenham,Burnley,1,0,H,E0_2021.csv
Aston Villa,Crystal Palace,1,1,D,E0_2021.csv
Leeds,Brighton,1,1,D,E0_2021.csv
Watford,Leicester,1,5,A,E0_2021.csv
West Ham,Man City,2,2,D,E0_2021.csv
Wolves,Norwich,1,1,D,E0_2021.csv
Everton,Brentford,2,3,A,E0_2021.csv
Newcastle,Arsenal,2,0,H,E0_2021.csv
Southampton,Liverpool,1,2,A,E0_2021.csv
Everton,Crystal Palace,3,2,H,E0_2021.csv
Aston Villa,Burnley,1,1,D,E0_2021.csv
Chelsea,Leicester,1,1,D,E0_2021.csv
Arsenal,Everton,5,1,H,E0_2021.csv
Brentford,Leeds,1,2,A,E0_2021.csv
Brighton,West Ham,3,1,H,E0_2021.csv
Burnley,Newcastle,1,2,A,E0_2021.csv
Chelsea,Watford,2,1,H,E0_2021.csv
Crystal Palace,Man United,1,0,H,E0_2021.csv
Leicester,Southampton,4,1,H,E0_2021.csv
Liverpool,Wolves,3,1,H,E0_2021.csv
Man City,Aston Villa,3,2,H,E0_2021.csv
Norwich,Tottenham,0,5,A,E0_2021.csv
Crystal Palace,Arsenal,0,2,A,E0_2022.csv
Fulham,Liverpool,2,2,D,E0_2022.csv
Bournemouth,Aston Villa,2,0,H,E0_2022.csv
Leeds,Wolves,2,1,H,E0_2022.csv
Newcastle,Nott'm Forest,2,0,H,E0_2022.csv
Tottenham,Southampton,4,1,H,E0_2022.csv
Everton,Chelsea,0,1,A,E0_2022.csv
Leicester,Brentford,2,2,D,E0_2022.csv
Man United,Brighton,1,2,A,E0_2022.csv
West Ham,Man City,0,2,A,E0_2022.csv
Aston Villa,Everton,2,1,H,E0_2022.csv
Arsenal,Leicester,4,2,H,E0_2022.csv
Brighton,Newcastle,0,0,D,E0_2022.csv
Man City,Bournemouth,4,0,H,E0_2022.csv
Southampton,Leeds,2,2,D,E0_2022.csv
Wolves,Fulham,0,0,D,E0_2022.csv
Brentford,Man United,4,0,H,E0_2022.csv
Nott'm Forest,West Ham,1,0,H,E0_2022.csv
Chelsea,Tottenham,2,2,D,E0_2022.csv
Liverpool,Crystal Palace,1,1,D,E0_2022.csv
Tottenham,Wolves,1,0,H,E0_2022.csv
Crystal Palace,Aston Villa,3,1,H,E0_2022.csv
Everton,Nott'm Forest,1,1,D,E0_2022.csv
Fulham,Brentford,3,2,H,E0_2022.csv
Leicester,Southampton,1,2,A,E0_2022.csv
Bournemouth,Arsenal,0,3,A,E0_2022.csv
Leeds,Chelsea,3,0,H,E0_2022.csv
West Ham,Brighton,0,2,A,E0_2022.csv
Newcastle,Man City,3,3,D,E0_2022.csv
Man United,Liverpool,2,1,H,E0_2022.csv
Southampton,Man United,0,1,A,E0_2022.csv
Brentford,Everton,1,1,D,E0_2022.csv
Brighton,Leeds,1,0,H,E0_2022.csv
Chelsea,Leicester,2,1,H,E0_2022.csv
Liverpool,Bournemouth,9,0,H,E0_2022.csv
Man City,Crystal Palace,4,2,H,E0_2022.csv
Arsenal,Fulham,2,1,H,E0_2022.csv
Aston Villa,West Ham,0,1,A,E0_2022.csv
Wolves,Newcastle,1,1,D,E0_2022.csv
Nott'm Forest,Tottenham,0,2,A,E0_2022.csv
Crystal Palace,Brentford,1,1,D,E0_2022.csv
Fulham,Brighton,2,1,H,E0_2022.csv
Southampton,Chelsea,2,1,H,E0_2022.csv
Leeds,Everton,1,1,D,E0_2022.csv
Arsenal,Aston Villa,2,1,H,E0_2022.csv
Bournemouth,Wolves,0,0,D,E0_2022.csv
Man City,Nott'm Forest,6,0,H,E0_2022.csv
West Ham,Tottenham,1,1,D,E0_2022.csv
Liverpool,Newcastle,2,1,H,E0_2022.csv
Leicester,Man United,0,1,A,E0_2022.csv
Everton,Liverpool,0,0,D,E0_2022.csv
Brentford,Leeds,5,2,H,E0_2022.csv
Chelsea,West Ham,2,1,H,E0_2022.csv
Newcastle,Crystal Palace,0,0,D,E0_2022.csv
Nott'm Forest,Bournemouth,2,3,A,E0_2022.csv
Tottenham,Fulham,2,1,H,E0_2022.csv
Wolves,Southampton,1,0,H,E0_2022.csv
Aston Villa,Man City,1,1,D,E0_2022.csv
Brighton,Leicester,5,2,H,E0_2022.csv
Man United,Arsenal,3,1,H,E0_2022.csv
Aston Villa,Southampton,1,0,H,E0_2022.csv
Nott'm Forest,Fulham,2,3,A,E0_2022.csv
Wolves,Man City,0,3,A,E0_2022.csv
Newcastle,Bournemouth,1,1,D,E0_2022.csv
Tottenham,Leicester,6,2,H,E0_2022.csv
Brentford,Arsenal,0,3,A,E0_2022.csv
Everton,West Ham,1,0,H,E0_2022.csv
Arsenal,Tottenham,3,1,H,E0_2022.csv
Bournemouth,Brentford,0,0,D,E0_2022.csv
Crystal Palace,Chelsea,1,2,A,E0_2022.csv
Fulham,Newcastle,1,4,A,E0_2022.csv
Liverpool,Brighton,3,3,D,E0_2022.csv
Southampton,Everton,1,2,A,E0_2022.csv
West Ham,Wolves,2,0,H,E0_2022.csv
Man City,Man United,6,3,H,E0_2022.csv
Leeds,Aston Villa,0,0,D,E0_2022.csv
Leicester,Nott'm Forest,4,0,H,E0_2022.csv
Bournemouth,Leicester,2,1,H,E0_2022.csv
Chelsea,Wolves,3,0,H,E0_2022.csv
Man City,Southampton,4,0,H,E0_2022.csv
Newcastle,Brentford,5,1,H,E0_2022.csv
Brighton,Tottenham,0,1,A,E0_2022.csv
Crystal Palace,Leeds,2,1,H,E0_2022.csv
West Ham,Fulham,3,1,H,E0_2022.csv
Arsenal,Liverpool,3,2,H,E0_2022.csv
Everton,Man United,1,2,A,E0_2022.csv
Nott'm Forest,Aston Villa,1,1,D,E0_2022.csv
Brentford,Brighton,2,0,H,E0_2022.csv
Leicester,Crystal Palace,0,0,D,E0_2022.csv
Fulham,Bournemouth,2,2,D,E0_2022.csv
Wolves,Nott'm Forest,1,0,H,E0_2022.csv
Tottenham,Everton,2,0,H,E0_2022.csv
Aston Villa,Chelsea,0,2,A,E0_2022.csv
Leeds,Arsenal,0,1,A,E0_2022.csv
Man United,Newcastle,0,0,D,E0_2022.csv
Southampton,West Ham,1,1,D,E0_2022.csv
Liverpool,Man City,1,0,H,E0_2022.csv
Brighton,Nott'm Forest,0,0,D,E0_2022.csv
Crystal Palace,Wolves,2,1,H,E0_2022.csv
Bournemouth,Southampton,0,1,A,E0_2022.csv
Brentford,Chelsea,0,0,D,E0_2022.csv
Liverpool,West Ham,1,0,H,E0_2022.csv
Newcastle,Everton,1,0,H,E0_2022.csv
Man United,Tottenham,2,0,H,E0_2022.csv
Fulham,Aston Villa,3,0,H,E0_2022.csv
Leicester,Leeds,2,0,H,E0_2022.csv
Nott'm Forest,Liverpool,1,0,H,E0_2022.csv
Everton,Crystal Palace,3,0,H,E0_2022.csv
Man City,Brighton,3,1,H,E0_2022.csv
Chelsea,Man United,1,1,D,E0_2022.csv
Aston Villa,Brentford,4,0,H,E0_2022.csv
Leeds,Fulham,2,3,A,E0_2022.csv
Southampton,Arsenal,1,1,D,E0_2022.csv
Wolves,Leicester,0,4,A,E0_2022.csv
Tottenham,Newcastle,1,2,A,E0_2022.csv
West Ham,Bournemouth,2,0,H,E0_2022.csv
Leicester,Man City,0,1,A,E0_2022.csv
Bournemouth,Tottenham,2,3,A,E0_2022.csv
Brentford,Wolves,1,1,D,E0_2022.csv
Brighton,Chelsea,4,1,H,E0_2022.csv
Crystal Palace,Southampton,1,0,H,E0_2022.csv
Newcastle,Aston Villa,4,0,H,E0_2022.csv
Fulham,Everton,0,0,D,E0_2022.csv
Liverpool,Leeds,1,2,A,E0_2022.csv
Arsenal,Nott'm Forest,5,0,H,E0_2022.csv
Man United,West Ham,1,0,H,E0_2022.csv
Leeds,Bournemouth,4,3,H,E0_2022.csv
Man City,Fulham,2,1,H,E0_2022.csv
Nott'm Forest,Brentford,2,2,D,E0_2022.csv
Wolves,Brighton,2,3,A,E0_2022.csv
Everton,Leicester,0,2,A,E0_2022.csv
Chelsea,Arsenal,0,1,A,E0_2022.csv
Aston Villa,Man United,3,1,H,E0_2022.csv
Southampton,Newcastle,1,4,A,E0_2022.csv
West Ham,Crystal Palace,1,2,A,E0_2022.csv
Tottenham,Liverpool,1,2,A,E0_2022.csv
Man City,Brentford,1,2,A,E0_2022.csv
Bournemouth,Everton,3,0,H,E0_2022.csv
Liverpool,Southampton,3,1,H,E0_2022.csv
Nott'm Forest,Crystal Palace,1,0,H,E0_2022.csv
Tottenham,Leeds,4,3,H,E0_2022.csv
West Ham,Leicester,0,2,A,E0_2022.csv
Newcastle,Chelsea,1,0,H,E0_2022.csv
Wolves,Arsenal,0,2,A,E0_2022.csv
Brighton,Aston Villa,1,2,A,E0_2022.csv
Fulham,Man United,1,2,A,E0_2022.csv
