HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Bournemouth,Crystal Palace,1,0,H,E0_2023.csv
Burnley,Wolves,1,1,D,E0_2023.csv
West Ham,Tottenham,1,1,D,E0_2023.csv
Arsenal,Luton,2,0,H,E0_2023.csv
Brentford,Brighton,0,0,D,E0_2023.csv
Man City,Aston Villa,4,1,H,E0_2023.csv
Liverpool,Sheffield United,3,1,H,E0_2023.csv
Chelsea,Man United,4,3,H,E0_2023.csv
Crystal Palace,Man City,2,4,A,E0_2023.csv
Aston Villa,Brentford,3,3,D,E0_2023.csv
Everton,Burnley,1,0,H,E0_2023.csv
Fulham,Newcastle,0,1,A,E0_2023.csv
Luton,Bournemouth,2,1,H,E0_2023.csv
Wolves,West Ham,1,2,A,E0_2023.csv
Brighton,Arsenal,0,3,A,E0_2023.csv
Man United,Liverpool,2,2,D,E0_2023.csv
Sheffield United,Chelsea,2,2,D,E0_2023.csv
Tottenham,Nott'm Forest,3,1,H,E0_2023.csv
Newcastle,Tottenham,4,0,H,E0_2023.csv
Brentford,Sheffield United,2,0,H,E0_2023.csv
Burnley,Brighton,1,1,D,E0_2023.csv
Man City,Luton,5,1,H,E0_2023.csv
Nott'm Forest,Wolves,2,2,D,E0_2023.csv
Bournemouth,Man United,2,2,D,E0_2023.csv
Liverpool,Crystal Palace,0,1,A,E0_2023.csv
West Ham,Fulham,0,2,A,E0_2023.csv
Arsenal,Aston Villa,0,2,A,E0_2023.csv
Chelsea,Everton,6,0,H,E0_2023.csv
Luton,Brentford,1,5,A,E0_2023.csv
Sheffield United,Burnley,1,4,A,E0_2023.csv
Wolves,Arsenal,0,2,A,E0_2023.csv
Everton,Nott'm Forest,2,0,H,E0_2023.csv
Aston Villa,Bournemouth,3,1,H,E0_2023.csv
Crystal Palace,West Ham,5,2,H,E0_2023.csv
Fulham,Liverpool,1,3,A,E0_2023.csv
Arsenal,Chelsea,5,0,H,E0_2023.csv
Wolves,Bournemouth,0,1,A,E0_2023.csv
Crystal Palace,Newcastle,2,0,H,E0_2023.csv
Everton,Liverpool,2,0,H,E0_2023.csv
Man United,Sheffield United,4,2,H,E0_2023.csv
Brighton,Man City,0,4,A,E0_2023.csv
West Ham,Liverpool,2,2,D,E0_2023.csv
Fulham,Crystal Palace,1,1,D,E0_2023.csv
Man United,Burnley,1,1,D,E0_2023.csv
Newcastle,Sheffield United,5,1,H,E0_2023.csv
Wolves,Luton,2,1,H,E0_2023.csv
Everton,Brentford,1,0,H,E0_2023.csv
Aston Villa,Chelsea,2,2,D,E0_2023.csv
Bournemouth,Brighton,3,0,H,E0_2023.csv
Tottenham,Arsenal,2,3,A,E0_2023.csv
Nott'm Forest,Man City,0,2,A,E0_2023.csv
Chelsea,Tottenham,2,0,H,E0_2023.csv
Luton,Everton,1,1,D,E0_2023.csv
Arsenal,Bournemouth,3,0,H,E0_2023.csv
Brentford,Fulham,0,0,D,E0_2023.csv
Burnley,Newcastle,1,4,A,E0_2023.csv
Sheffield United,Nott'm Forest,1,3,A,E0_2023.csv
Man City,Wolves,5,1,H,E0_2023.csv
Brighton,Aston Villa,1,0,H,E0_2023.csv
Chelsea,West Ham,5,0,H,E0_2023.csv
Liverpool,Tottenham,4,2,H,E0_2023.csv
Crystal Palace,Man United,4,0,H,E0_2023.csv
Fulham,Man City,0,4,A,E0_2023.csv
Bournemouth,Brentford,1,2,A,E0_2023.csv
Everton,Sheffield United,1,0,H,E0_2023.csv
Newcastle,Brighton,1,1,D,E0_2023.csv
Tottenham,Burnley,2,1,H,E0_2023.csv
West Ham,Luton,3,1,H,E0_2023.csv
Wolves,Crystal Palace,1,3,A,E0_2023.csv
Nott'm Forest,Chelsea,2,3,A,E0_2023.csv
Man United,Arsenal,0,1,A,E0_2023.csv
Aston Villa,Liverpool,3,3,D,E0_2023.csv
Tottenham,Man City,0,2,A,E0_2023.csv
Brighton,Chelsea,1,2,A,E0_2023.csv
Man United,Newcastle,3,2,H,E0_2023.csv
Arsenal,Everton,2,1,H,E0_2023.csv
Brentford,Newcastle,2,4,A,E0_2023.csv
Brighton,Man United,0,2,A,E0_2023.csv
Burnley,Nott'm Forest,1,2,A,E0_2023.csv
Chelsea,Bournemouth,2,1,H,E0_2023.csv
Crystal Palace,Aston Villa,5,0,H,E0_2023.csv
Liverpool,Wolves,2,0,H,E0_2023.csv
Luton,Fulham,2,4,A,E0_2023.csv
Man City,West Ham,3,1,H,E0_2023.csv
Sheffield United,Tottenham,0,3,A,E0_2023.csv
Man United,Fulham,1,0,H,E0_2024.csv
Ipswich,Liverpool,0,2,A,E0_2024.csv
Arsenal,Wolves,2,0,H,E0_2024.csv
Everton,Brighton,0,3,A,E0_2024.csv
Newcastle,Southampton,1,0,H,E0_2024.csv
Nott'm Forest,Bournemouth,1,1,D,E0_2024.csv
West Ham,Aston Villa,1,2,A,E0_2024.csv
Brentford,Crystal Palace,2,1,H,E0_2024.csv
Chelsea,Man City,0,2,A,E0_2024.csv
Leicester,Tottenham,1,1,D,E0_2024.csv
Brighton,Man United,2,1,H,E0_2024.csv
Crystal Palace,West Ham,0,2,A,E0_2024.csv
Fulham,Leicester,2,1,H,E0_2024.csv
Man City,Ipswich,4,1,H,E0_2024.csv
Southampton,Nott'm Forest,0,1,A,E0_2024.csv
Tottenham,Everton,4,0,H,E0_2024.csv
Aston Villa,Arsenal,0,2,A,E0_2024.csv
Bournemouth,Newcastle,1,1,D,E0_2024.csv
Wolves,Chelsea,2,6,A,E0_2024.csv
Liverpool,Brentford,2,0,H,E0_2024.csv
Arsenal,Brighton,1,1,D,E0_2024.csv
Brentford,Southampton,3,1,H,E0_2024.csv
Everton,Bournemouth,2,3,A,E0_2024.csv
Ipswich,Fulham,1,1,D,E0_2024.csv
Leicester,Aston Villa,1,2,A,E0_2024.csv
Nott'm Forest,Wolves,1,1,D,E0_2024.csv
West Ham,Man City,1,3,A,E0_2024.csv
Chelsea,Crystal Palace,1,1,D,E0_2024.csv
Newcastle,Tottenham,2,1,H,E0_2024.csv
Man United,Liverpool,0,3,A,E0_2024.csv
Southampton,Man United,0,3,A,E0_2024.csv
Brighton,Ipswich,0,0,D,E0_2024.csv
Crystal Palace,Leicester,2,2,D,E0_2024.csv
Fulham,West Ham,1,1,D,E0_2024.csv
Liverpool,Nott'm Forest,0,1,A,E0_2024.csv
Man City,Brentford,2,1,H,E0_2024.csv
Aston Villa,Everton,3,2,H,E0_2024.csv
Bournemouth,Chelsea,0,1,A,E0_2024.csv
Tottenham,Arsenal,0,1,A,E0_2024.csv
Wolves,Newcastle,1,2,A,E0_2024.csv
West Ham,Chelsea,0,3,A,E0_2024.csv
Aston Villa,Wolves,3,1,H,E0_2024.csv
Fulham,Newcastle,3,1,H,E0_2024.csv
Leicester,Everton,1,1,D,E0_2024.csv
Liverpool,Bournemouth,3,0,H,E0_2024.csv
Southampton,Ipswich,1,1,D,E0_2024.csv
Tottenham,Brentford,3,1,H,E0_2024.csv
Crystal Palace,Man United,0,0,D,E0_2024.csv
Brighton,Nott'm Forest,2,2,D,E0_2024.csv
Man City,Arsenal,2,2,D,E0_2024.csv
Newcastle,Man City,1,1,D,E0_2024.csv
Arsenal,Leicester,4,2,H,E0_2024.csv
Brentford,West Ham,1,1,D,E0_2024.csv
Chelsea,Brighton,4,2,H,E0_2024.csv
Everton,Crystal Palace,2,1,H,E0_2024.csv
Nott'm Forest,Fulham,0,1,A,E0_2024.csv
Wolves,Liverpool,1,2,A,E0_2024.csv
Ipswich,Aston Villa,2,2,D,E0_2024.csv
Man United,Tottenham,0,3,A,E0_2024.csv
Bournemouth,Southampton,3,1,H,E0_2024.csv
Crystal Palace,Liverpool,0,1,A,E0_2024.csv
Arsenal,Southampton,3,1,H,E0_2024.csv
Brentford,Wolves,5,3,H,E0_2024.csv
Leicester,Bournemouth,1,0,H,E0_2024.csv
Man City,Fulham,3,2,H,E0_2024.csv
West Ham,Ipswich,4,1,H,E0_2024.csv
Everton,Newcastle,0,0,D,E0_2024.csv
Aston Villa,Man United,0,0,D,E0_2024.csv
Chelsea,Nott'm Forest,1,1,D,E0_2024.csv
Brighton,Tottenham,3,2,H,E0_2024.csv
Tottenham,West Ham,4,1,H,E0_2024.csv
Fulham,Aston Villa,1,3,A,E0_2024.csv
Ipswich,Everton,0,2,A,E0_2024.csv
Man United,Brentford,2,1,H,E0_2024.csv
Newcastle,Brighton,0,1,A,E0_2024.csv
Southampton,Leicester,2,3,A,E0_2024.csv
Bournemouth,Arsenal,2,0,H,E0_2024.csv
Wolves,Man City,1,2,A,E0_2024.csv
Liverpool,Chelsea,2,1,H,E0_2024.csv
Nott'm Forest,Crystal Palace,1,0,H,E0_2024.csv
Leicester,Nott'm Forest,1,3,A,E0_2024.csv
Aston Villa,Bournemouth,1,1,D,E0_2024.csv
Brentford,Ipswich,4,3,H,E0_2024.csv
Brighton,Wolves,2,2,D,E0_2024.csv
Man City,Southampton,1,0,H,E0_2024.csv
Everton,Fulham,1,1,D,E0_2024.csv
Chelsea,Newcastle,2,1,H,E0_2024.csv
Crystal Palace,Tottenham,1,0,H,E0_2024.csv
West Ham,Man United,2,1,H,E0_2024.csv
Arsenal,Liverpool,2,2,D,E0_2024.csv
Newcastle,Arsenal,1,0,H,E0_2024.csv
Bournemouth,Man City,2,1,H,E0_2024.csv
Ipswich,Leicester,1,1,D,E0_2024.csv
Liverpool,Brighton,2,1,H,E0_2024.csv
Nott'm Forest,West Ham,3,0,H,E0_2024.csv
Southampton,Everton,1,0,H,E0_2024.csv
Wolves,Crystal Palace,2,2,D,E0_2024.csv
Tottenham,Aston Villa,4,1,H,E0_2024.csv
Man United,Chelsea,1,1,D,E0_2024.csv
Fulham,Brentford,2,1,H,E0_2024.csv
Brentford,Bournemouth,3,2,H,E0_2024.csv
Crystal Palace,Fulham,0,2,A,E0_2024.csv
West Ham,Everton,0,0,D,E0_2024.csv
Wolves,Southampton,2,0,H,E0_2024.csv
Brighton,Man City,2,1,H,E0_2024.csv
Liverpool,Aston Villa,2,0,H,E0_2024.csv
Man United,Leicester,3,0,H,E0_2024.csv
Nott'm Forest,Newcastle,1,3,A,E0_2024.csv
Tottenham,Ipswich,1,2,A,E0_2024.csv
Chelsea,Arsenal,1,1,D,E0_2024.csv
Leicester,Chelsea,1,2,A,E0_2024.csv
Arsenal,Nott'm Forest,3,0,H,E0_2024.csv
Aston Villa,Crystal Palace,2,2,D,E0_2024.csv
Bournemouth,Brighton,1,2,A,E0_2024.csv
Everton,Brentford,0,0,D,E0_2024.csv
Fulham,Wolves,1,4,A,E0_2024.csv
Man City,Tottenham,0,4,A,E0_2024.csv
Southampton,Liverpool,2,3,A,E0_2024.csv
Ipswich,Man United,1,1,D,E0_2024.csv
Newcastle,West Ham,0,2,A,E0_2024.csv
Brighton,Southampton,1,1,D,E0_2024.csv
Brentford,Leicester,4,1,H,E0_2024.csv
Crystal Palace,Newcastle,1,1,D,E0_2024.csv
Nott'm Forest,Ipswich,1,0,H,E0_2024.csv
Wolves,Bournemouth,2,4,A,E0_2024.csv
West Ham,Arsenal,2,5,A,E0_2024.csv
Chelsea,Aston Villa,3,0,H,E0_2024.csv
Man United,Everton,4,0,H,E0_2024.csv
Tottenham,Fulham,1,1,D,E0_2024.csv
Liverpool,Man City,2,0,H,E0_2024.csv
Ipswich,Crystal Palace,0,1,A,E0_2024.csv
Leicester,West Ham,3,1,H,E0_2024.csv
Everton,Wolves,4,0,H,E0_2024.csv
Man City,Nott'm Forest,3,0,H,E0_2024.csv
Newcastle,Liverpool,3,3,D,E0_2024.csv
Southampton,Chelsea,1,5,A,E0_2024.csv
Arsenal,Man United,2,0,H,E0_2024.csv
Aston Villa,Brentford,3,1,H,E0_2024.csv
Fulham,Brighton,3,1,H,E0_2024.csv
Bournemouth,Tottenham,1,0,H,E0_2024.csv
Aston Villa,Southampton,1,0,H,E0_2024.csv
Brentford,Newcastle,4,2,H,E0_2024.csv
Crystal Palace,Man City,2,2,D,E0_2024.csv
Man United,Nott'm Forest,2,3,A,E0_2024.csv
Fulham,Arsenal,1,1,D,E0_2024.csv
Ipswich,Bournemouth,1,2,A,E0_2024.csv
Leicester,Brighton,2,2,D,E0_2024.csv
Tottenham,Chelsea,3,4,A,E0_2024.csv
West Ham,Wolves,2,1,H,E0_2024.csv
Arsenal,Everton,0,0,D,E0_2024.csv
Liverpool,Fulham,2,2,D,E0_2024.csv
Newcastle,Leicester,4,0,H,E0_2024.csv
Wolves,Ipswich,1,2,A,E0_2024.csv
Nott'm Forest,Aston Villa,2,1,H,E0_2024.csv
Brighton,Crystal Palace,1,3,A,E0_2024.csv
Man City,Man United,1,2,A,E0_2024.csv
Chelsea,Brentford,2,1,H,E0_2024.csv
Southampton,Tottenham,0,5,A,E0_2024.csv
Bournemouth,West Ham,1,1,D,E0_2024.csv
Aston Villa,Man City,2,1,H,E0_2024.csv
Brentford,Nott'm Forest,0,2,A,E0_2024.csv
Ipswich,Newcastle,0,4,A,E0_2024.csv
West Ham,Brighton,1,1,D,E0_2024.csv
Crystal Palace,Arsenal,1,5,A,E0_2024.csv
Everton,Chelsea,0,0,D,E0_2024.csv
Fulham,Southampton,0,0,D,E0_2024.csv
Leicester,Wolves,0,3,A,E0_2024.csv
Man United,Bournemouth,0,3,A,E0_2024.csv
Tottenham,Liverpool,3,6,A,E0_2024.csv
Man City,Everton,1,1,D,E0_2024.csv
Bournemouth,Crystal Palace,0,0,D,E0_2024.csv
Chelsea,Fulham,1,2,A,E0_2024.csv
Newcastle,Aston Villa,3,0,H,E0_2024.csv
Nott'm Forest,Tottenham,1,0,H,E0_2024.csv
Southampton,West Ham,0,1,A,E0_2024.csv
Wolves,Man United,2,0,H,E0_2024.csv
Liverpool,Leicester,3,1,H,E0_2024.csv
Brighton,Brentford,0,0,D,E0_2024.csv
Arsenal,Ipswich,1,0,H,E0_2024.csv
Leicester,Man City,0,2,A,E0_2024.csv
Crystal Palace,Southampton,2,1,H,E0_2024.csv
Everton,Nott'm Forest,0,2,A,E0_2024.csv
Fulham,Bournemouth,2,2,D,E0_2024.csv
Tottenham,Wolves,2,2,D,E0_2024.csv
West Ham,Liverpool,0,5,A,E0_2024.csv
Aston Villa,Brighton,2,2,D,E0_2024.csv
Ipswich,Chelsea,2,0,H,E0_2024.csv
Man United,Newcastle,0,2,A,E0_2024.csv
Brentford,Arsenal,1,3,A,E0_2024.csv
Tottenham,Newcastle,1,2,A,E0_2024.csv
Aston Villa,Leicester,2,1,H,E0_2024.csv
Bournemouth,Everton,1,0,H,E0_2024.csv
Crystal Palace,Chelsea,1,1,D,E0_2024.csv
Man City,West Ham,4,1,H,E0_2024.csv
Southampton,Brentford,0,5,A,E0_2024.csv
Brighton,Arsenal,1,1,D,E0_2024.csv
Fulham,Ipswich,2,2,D,E0_2024.csv
Liverpool,Man United,2,2,D,E0_2024.csv
Wolves,Nott'm Forest,0,3,A,E0_2024.csv
Brentford,Man City,2,2,D,E0_2024.csv
Chelsea,Bournemouth,2,2,D,E0_2024.csv
West Ham,Fulham,3,2,H,E0_2024.csv
Nott'm Forest,Liverpool,1,1,D,E0_2024.csv
Everton,Aston Villa,0,1,A,E0_2024.csv
Leicester,Crystal Palace,0,2,A,E0_2024.csv
Newcastle,Wolves,3,0,H,E0_2024.csv
Arsenal,Tottenham,2,1,H,E0_2024.csv
Ipswich,Brighton,0,2,A,E0_2024.csv
Man United,Southampton,3,1,H,E0_2024.csv
Newcastle,Bournemouth,1,4,A,E0_2024.csv
Brentford,Liverpool,0,2,A,E0_2024.csv
Leicester,Fulham,0,2,A,E0_2024.csv
West Ham,Crystal Palace,0,2,A,E0_2024.csv
Arsenal,Aston Villa,2,2,D,E0_2024.csv
Everton,Tottenham,3,2,H,E0_2024.csv
Man United,Brighton,1,3,A,E0_2024.csv
Nott'm Forest,Southampton,3,2,H,E0_2024.csv
Ipswich,Man City,0,6,A,E0_2024.csv
Chelsea,Wolves,3,1,H,E0_2024.csv
Bournemouth,Nott'm Forest,5,0,H,E0_2024.csv
Brighton,Everton,0,1,A,E0_2024.csv
Liverpool,Ipswich,4,1,H,E0_2024.csv
Southampton,Newcastle,1,3,A,E0_2024.csv
Wolves,Arsenal,0,1,A,E0_2024.csv
Man City,Chelsea,3,1,H,E0_2024.csv
Crystal Palace,Brentford,1,2,A,E0_2024.csv
Tottenham,Leicester,1,2,A,E0_2024.csv
Aston Villa,West Ham,1,1,D,E0_2024.csv
Fulham,Man United,0,1,A,E0_2024.csv
Nott'm Forest,Brighton,7,0,H,E0_2024.csv
Bournemouth,Liverpool,0,2,A,E0_2024.csv
Everton,Leicester,4,0,H,E0_2024.csv
Ipswich,Southampton,1,2,A,E0_2024.csv
Newcastle,Fulham,1,2,A,E0_2024.csv
Wolves,Aston Villa,2,0,H,E0_2024.csv
Brentford,Tottenham,0,2,A,E0_2024.csv
Man United,Crystal Palace,0,2,A,E0_2024.csv
Arsenal,Man City,5,1,H,E0_2024.csv
Chelsea,West Ham,2,1,H,E0_2024.csv
Everton,Liverpool,2,2,D,E0_2024.csv
Brighton,Chelsea,3,0,H,E0_2024.csv
Leicester,Arsenal,0,2,A,E0_2024.csv
Aston Villa,Ipswich,1,1,D,E0_2024.csv
Fulham,Nott'm Forest,2,1,H,E0_2024.csv
Man City,Newcastle,4,0,H,E0_2024.csv
Southampton,Bournemouth,1,3,A,E0_2024.csv
West Ham,Brentford,0,1,A,E0_2024.csv
Crystal Palace,Everton,1,2,A,E0_2024.csv
Liverpool,Wolves,2,1,H,E0_2024.csv
Tottenham,Man United,1,0,H,E0_2024.csv
Aston Villa,Liverpool,2,2,D,E0_2024.csv
Leicester,Brentford,0,4,A,E0_2024.csv
Everton,Man United,2,2,D,E0_2024.csv
Arsenal,West Ham,0,1,A,E0_2024.csv
Bournemouth,Wolves,0,1,A,E0_2024.csv
Fulham,Crystal Palace,0,2,A,E0_2024.csv
Ipswich,Tottenham,1,4,A,E0_2024.csv
Southampton,Brighton,0,4,A,E0_2024.csv
Aston Villa,Chelsea,2,1,H,E0_2024.csv
Newcastle,Nott'm Forest,4,3,H,E0_2024.csv
Man City,Liverpool,0,2,A,E0_2024.csv
Brighton,Bournemouth,2,1,H,E0_2024.csv
Crystal Palace,Aston Villa,4,1,H,E0_2024.csv
Wolves,Fulham,1,2,A,E0_2024.csv
Chelsea,Southampton,4,0,H,E0_2024.csv
Brentford,Everton,1,1,D,E0_2024.csv
Man United,Ipswich,3,2,H,E0_2024.csv
Nott'm Forest,Arsenal,0,0,D,E0_2024.csv
Tottenham,Man City,0,1,A,E0_2024.csv
Liverpool,Newcastle,2,0,H,E0_2024.csv
West Ham,Leicester,2,0,H,E0_2024.csv
Nott'm Forest,Man City,1,0,H,E0_2024.csv
Brighton,Fulham,2,1,H,E0_2024.csv
Crystal Palace,Ipswich,1,0,H,E0_2024.csv
Liverpool,Southampton,3,1,H,E0_2024.csv
Brentford,Aston Villa,0,1,A,E0_2024.csv
Wolves,Everton,1,1,D,E0_2024.csv
Chelsea,Leicester,1,0,H,E0_2024.csv
Tottenham,Bournemouth,2,2,D,E0_2024.csv
Man United,Arsenal,1,1,D,E0_2024.csv
West Ham,Newcastle,0,1,A,E0_2024.csv
Everton,West Ham,1,1,D,E0_2024.csv
Ipswich,Nott'm Forest,2,4,A,E0_2024.csv
Man City,Brighton,2,2,D,E0_2024.csv
Southampton,Wolves,1,2,A,E0_2024.csv
Bournemouth,Brentford,1,2,A,E0_2024.csv
Arsenal,Chelsea,1,0,H,E0_2024.csv
Fulham,Tottenham,2,0,H,E0_2024.csv
Leicester,Man United,0,3,A,E0_2024.csv
Arsenal,Fulham,2,1,H,E0_2024.csv
Wolves,West Ham,1,0,H,E0_2024.csv
Nott'm Forest,Man United,1,0,H,E0_2024.csv
Bournemouth,Ipswich,1,2,A,E0_2024.csv
Brighton,Aston Villa,0,3,A,E0_2024.csv
Man City,Leicester,2,0,H,E0_2024.csv
Newcastle,Brentford,2,1,H,E0_2024.csv
Southampton,Crystal Palace,1,1,D,E0_2024.csv
Liverpool,Everton,1,0,H,E0_2024.csv
Chelsea,Tottenham,1,0,H,E0_2024.csv
Everton,Arsenal,1,1,D,E0_2024.csv
Crystal Palace,Brighton,2,1,H,E0_2024.csv
Ipswich,Wolves,1,2,A,E0_2024.csv
West Ham,Bournemouth,2,2,D,E0_2024.csv
Aston Villa,Nott'm Forest,2,1,H,E0_2024.csv
Brentford,Chelsea,0,0,D,E0_2024.csv
Fulham,Liverpool,3,2,H,E0_2024.csv
Tottenham,Southampton,3,1,H,E0_2024.csv
Man United,Man City,0,0,D,E0_2024.csv
Leicester,Newcastle,0,3,A,E0_2024.csv
Man City,Crystal Palace,5,2,H,E0_2024.csv
Brighton,Leicester,2,2,D,E0_2024.csv
Nott'm Forest,Everton,0,1,A,E0_2024.csv
Southampton,Aston Villa,0,3,A,E0_2024.csv
Arsenal,Brentford,1,1,D,E0_2024.csv
Chelsea,Ipswich,2,2,D,E0_2024.csv
Liverpool,West Ham,2,1,H,E0_2024.csv
Wolves,Tottenham,4,2,H,E0_2024.csv
Newcastle,Man United,4,1,H,E0_2024.csv
Bournemouth,Fulham,1,0,H,E0_2024.csv
Newcastle,Crystal Palace,5,0,H,E0_2024.csv
Brentford,Brighton,4,2,H,E0_2024.csv
Crystal Palace,Bournemouth,0,0,D,E0_2024.csv
Everton,Man City,0,2,A,E0_2024.csv
West Ham,Southampton,1,1,D,E0_2024.csv
Aston Villa,Newcastle,4,1,H,E0_2024.csv
Fulham,Chelsea,1,2,A,E0_2024.csv
Ipswich,Arsenal,0,4,A,E0_2024.csv
Man United,Wolves,0,1,A,E0_2024.csv
Leicester,Liverpool,0,1,A,E0_2024.csv
Tottenham,Nott'm Forest,1,2,A,E0_2024.csv
Man City,Aston Villa,2,1,H,E0_2024.csv
Arsenal,Crystal Palace,2,2,D,E0_2024.csv
Chelsea,Everton,1,0,H,E0_2024.csv
Brighton,West Ham,3,2,H,E0_2024.csv
Newcastle,Ipswich,3,0,H,E0_2024.csv
Southampton,Fulham,1,2,A,E0_2024.csv
Wolves,Leicester,3,0,H,E0_2024.csv
Bournemouth,Man United,1,1,D,E0_2024.csv
Liverpool,Tottenham,5,1,H,E0_2024.csv
Nott'm Forest,Brentford,0,2,A,E0_2024.csv
Man City,Wolves,1,0,H,E0_2024.csv
Aston Villa,Fulham,1,0,H,E0_2024.csv
Everton,Ipswich,2,2,D,E0_2024.csv
Leicester,Southampton,2,0,H,E0_2024.csv
Arsenal,Bournemouth,1,2,A,E0_2024.csv
Brentford,Man United,4,3,H,E0_2024.csv
Brighton,Newcastle,1,1,D,E0_2024.csv
West Ham,Tottenham,1,1,D,E0_2024.csv
Chelsea,Liverpool,3,1,H,E0_2024.csv
Crystal Palace,Nott'm Forest,1,1,D,E0_2024.csv
Fulham,Everton,1,3,A,E0_2024.csv
Ipswich,Brentford,0,1,A,E0_2024.csv
Southampton,Man City,0,0,D,E0_2024.csv
Wolves,Brighton,0,2,A,E0_2024.csv
Bournemouth,Aston Villa,0,1,A,E0_2024.csv
Newcastle,Chelsea,2,0,H,E0_2024.csv
Man United,West Ham,0,2,A,E0_2024.csv
Nott'm Forest,Leicester,2,2,D,E0_2024.csv
Tottenham,Crystal Palace,0,2,A,E0_2024.csv
Liverpool,Arsenal,2,2,D,E0_2024.csv
Aston Villa,Tottenham,2,0,H,E0_2024.csv
Chelsea,Man United,1,0,H,E0_2024.csv
Everton,Southampton,2,0,H,E0_2024.csv
West Ham,Nott'm Forest,1,2,A,E0_2024.csv
Brentford,Fulham,2,3,A,E0_2024.csv
Leicester,Ipswich,2,0,H,E0_2024.csv
Arsenal,Newcastle,1,0,H,E0_2024.csv
Brighton,Liverpool,3,2,H,E0_2024.csv
Crystal Palace,Wolves,4,2,H,E0_2024.csv
Man City,Bournemouth,3,1,H,E0_2024.csv
Bournemouth,Leicester,2,0,H,E0_2024.csv
Fulham,Man City,0,2,A,E0_2024.csv
Ipswich,West Ham,1,3,A,E0_2024.csv
Liverpool,Crystal Palace,1,1,D,E0_2024.csv
Man United,Aston Villa,2,0,H,E0_2024.csv
Newcastle,Everton,0,1,A,E0_2024.csv
Nott'm Forest,Chelsea,0,1,A,E0_2024.csv
Southampton,Arsenal,1,2,A,E0_2024.csv
Tottenham,Brighton,1,4,A,E0_2024.csv
Wolves,Brentford,1,1,D,E0_2024.csv
Liverpool,Bournemouth,4,2,H,E0_2025.csv
Aston Villa,Newcastle,0,0,D,E0_2025.csv
Brighton,Fulham,1,1,D,E0_2025.csv
Sunderland,West Ham,3,0,H,E0_2025.csv
Tottenham,Burnley,3,0,H,E0_2025.csv
Wolves,Man City,0,4,A,E0_2025.csv
Chelsea,Crystal Palace,0,0,D,E0_2025.csv
Nott'm Forest,Brentford,3,1,H,E0_2025.csv
Man United,Arsenal,0,1,A,E0_2025.csv
Leeds,Everton,1,0,H,E0_2025.csv
West Ham,Chelsea,1,5,A,E0_2025.csv
Man City,Tottenham,0,2,A,E0_2025.csv
Bournemouth,Wolves,1,0,H,E0_2025.csv
Brentford,Aston Villa,1,0,H,E0_2025.csv
Burnley,Sunderland,2,0,H,E0_2025.csv
Arsenal,Leeds,5,0,H,E0_2025.csv
Crystal Palace,Nott'm Forest,1,1,D,E0_2025.csv
Everton,Brighton,2,0,H,E0_2025.csv
Fulham,Man United,1,1,D,E0_2025.csv
Newcastle,Liverpool,2,3,A,E0_2025.csv
Chelsea,Fulham,2,0,H,E0_2025.csv
Man United,Burnley,3,2,H,E0_2025.csv
Sunderland,Brentford,2,1,H,E0_2025.csv
Tottenham,Bournemouth,0,1,A,E0_2025.csv
Wolves,Everton,2,3,A,E0_2025.csv
Leeds,Newcastle,0,0,D,E0_2025.csv
Brighton,Man City,2,1,H,E0_2025.csv
Nott'm Forest,West Ham,0,3,A,E0_2025.csv
Liverpool,Arsenal,1,0,H,E0_2025.csv
Aston Villa,Crystal Palace,0,3,A,E0_2025.csv
Arsenal,Nott'm Forest,3,0,H,E0_2025.csv
Bournemouth,Brighton,2,1,H,E0_2025.csv
Crystal Palace,Sunderland,0,0,D,E0_2025.csv
Everton,Aston Villa,0,0,D,E0_2025.csv
Fulham,Leeds,1,0,H,E0_2025.csv
Newcastle,Wolves,1,0,H,E0_2025.csv
West Ham,Tottenham,0,3,A,E0_2025.csv
Brentford,Chelsea,2,2,D,E0_2025.csv
Burnley,Liverpool,0,1,A,E0_2025.csv
Man City,Man United,3,0,H,E0_2025.csv
Liverpool,Everton,2,1,H,E0_2025.csv
Brighton,Tottenham,2,2,D,E0_2025.csv
Burnley,Nott'm Forest,1,1,D,E0_2025.csv
West Ham,Crystal Palace,1,2,A,E0_2025.csv
Wolves,Leeds,1,3,A,E0_2025.csv
Man United,Chelsea,2,1,H,E0_2025.csv
Fulham,Brentford,3,1,H,E0_2025.csv
Bournemouth,Newcastle,0,0,D,E0_2025.csv
Sunderland,Aston Villa,1,1,D,E0_2025.csv
Arsenal,Man City,1,1,D,E0_2025.csv
Brentford,Man United,3,1,H,E0_2025.csv
Chelsea,Brighton,1,3,A,E0_2025.csv
Crystal Palace,Liverpool,2,1,H,E0_2025.csv
Leeds,Bournemouth,2,2,D,E0_2025.csv
Man City,Burnley,5,1,H,E0_2025.csv
Nott'm Forest,Sunderland,0,1,A,E0_2025.csv
Tottenham,Wolves,1,1,D,E0_2025.csv
Aston Villa,Fulham,3,1,H,E0_2025.csv
Newcastle,Arsenal,1,2,A,E0_2025.csv
Everton,West Ham,1,1,D,E0_2025.csv
Bournemouth,Fulham,3,1,H,E0_2025.csv
Leeds,Tottenham,1,2,A,E0_2025.csv
Arsenal,West Ham,2,0,H,E0_2025.csv
Man United,Sunderland,2,0,H,E0_2025.csv
